Asset,fold,train_end,val_start,val_end,test_start,test_end,Base_RMSE,Base_MAE,Base_R2,Base_DirChange,XGB_RMSE,XGB_MAE,XGB_R2,XGB_DirChange,LGB_RMSE,LGB_MAE,LGB_R2,LGB_DirChange
SandP_500,1,2018-04-23,2018-04-30,2019-07-02,2019-07-10,2020-09-11,3.358303592458169,2.126879633901032,0.07723099143857415,0.4576271186440678,2.810366973683378,1.8444562655853738,0.3537818398967666,0.4915254237288136,3.3400483172003668,2.11887011784801,0.08723581509207612,0.4576271186440678
SandP_500,2,2019-07-02,2019-07-10,2020-09-11,2020-09-18,2021-11-18,5.414004805962193,2.892815892030661,0.39817998378054387,0.6101694915254238,4.749383277075457,2.901362768524166,0.536869064165848,0.5932203389830508,5.1339314800849305,3.2233570322968434,0.45883526220970705,0.576271186440678
SandP_500,3,2020-09-11,2020-09-18,2021-11-18,2021-11-26,2023-01-31,1.4361741872824276,1.1027479875293045,0.0799160347561777,0.4576271186440678,1.7797064648285537,1.4641735283129658,-0.41289531352576425,0.4406779661016949,1.4347250135023026,1.190230126052257,0.08177192223065977,0.5084745762711864
SandP_500,4,2021-11-18,2021-11-26,2023-01-31,2023-02-07,2024-04-11,2.118999692936008,1.6807091876197617,0.3515610870138316,0.5932203389830508,1.5408953238049283,1.2648190527277985,0.6571109977009799,0.559322033898305,1.8841676801752119,1.5320755817565548,0.48731999327094944,0.6610169491525424
SandP_500,5,2023-01-31,2023-02-07,2024-04-11,2024-04-18,2025-06-24,2.18100875463237,1.4876108710362888,0.09823601445275976,0.3728813559322034,2.7865792400485114,1.9893822115902104,-0.47204424412348756,0.4745762711864407,2.7586155690189837,2.0897550116885837,-0.4426481884497573,0.423728813559322
