Asset,Base_RMSE,Base_MAE,Base_R2,Base_DirChange,XGB_RMSE,XGB_MAE,XGB_R2,XGB_DirChange,LGB_RMSE,LGB_MAE,LGB_R2,LGB_DirChange,XGB_RMSE_ImprPct,LGB_RMSE_ImprPct
Crude_Oil,2.031497863564079,1.6234507793279274,-0.5403661355212629,0.4610169491525424,2.811628659123076,2.2717005206531287,-1.9473728024540484,0.4474576271186441,2.084192796499303,1.676366922885162,-0.6223307272355961,0.4610169491525424,-38.40175318670178,-2.5938955624976945
Gold,2.4057787201316523,1.8174060949201485,-0.7196950945651273,0.5016949152542373,2.60700026653391,2.014188687065222,-1.2139300130216364,0.5423728813559323,2.544083913083577,2.007190925532073,-1.0443099516033836,0.4915254237288136,-8.364092038824179,-5.748874233302548
IEF,2.3225419379670464,1.912461374485016,0.1382836812540807,0.4406779661016949,2.5585091057484446,2.122781415721339,-0.1628550191210967,0.5186440677966102,2.450397173062262,2.0900626467567207,0.0352243051874239,0.4542372881355933,-10.159866821950425,-5.5049699213237435
Natural_Gas,1.7313021968880655,1.383733105578402,-0.3322732367202005,0.552542372881356,1.8793284203157017,1.55171271890145,-0.823467485579247,0.5559322033898305,1.881668181139703,1.4898670045688625,-0.5271917616215993,0.5457627118644068,-8.549993391893484,-8.685137956961707
PBW,2.5153051811839493,1.968359479796319,-0.1149353257047457,0.4711864406779661,2.54206241403667,2.0374316316534435,-0.1336455022452701,0.4813559322033898,2.5389378778051,1.999704815494828,-0.1438089243977151,0.4644067796610169,-1.0637767954712274,-0.9395558359255096
SandP_500,2.9016982066542334,1.8581527144234096,0.2010248222883774,0.4983050847457626,2.7333862558881656,1.892838765348103,0.1325644688228685,0.5118644067796609,2.9102976119963593,2.03085757392845,0.134502960870727,0.5254237288135594,5.800463686405822,-0.29635767504716526
Wheat,1.911308912259215,1.5123446193351742,0.1259534863391164,0.552542372881356,2.2650051933559547,1.7655764337367337,-0.2417412170444068,0.5118644067796609,2.189754748691384,1.7360056814604907,-0.1310826461769325,0.5389830508474576,-18.505448220751596,-14.568332447267206
