feature,mean_abs_shap
Gold_x_lag3,0.09224503877613938
Gold_x_lag15,0.05390240222985043
S&P_500_x_lag11,0.048622381595632536
Gold_x_lag16,0.04658436466195949
Gold_x_lag4,0.043763172154522335
Gold_x_lag17,0.03690374647012997
Gold_y_lag1,0.03424762169289907
avg_dcc_avg22_lag20,0.02886020506576608
avg_dcc_avg5_lag20,0.02625357769131114
Crude_Oil_x_lag14,0.026082491843560367
S&P_500_x_lag12,0.023836746222580727
Gold_y_lag2,0.022907298198104848
Wheat_y_lag1,0.020345710148657187
Total_Spillover_avg5_lag6,0.01799941143420501
avg_dcc_avg5_lag19,0.01748069326552244
Gold_x_lag7,0.016796948153315793
Gold_x_lag12,0.01679348240538083
Gold_x_lag6,0.016641931285438293
Wheat_y_lag16,0.016616212068067994
Wheat_y_lag7,0.01646809713116458
Wheat_y_lag15,0.01569663106794646
S&P_500_x_lag8,0.01461014605999251
avg_dcc_z20_lag20,0.013760025232317875
Gold_x_lag19,0.013612482260831758
Gold_x_lag5,0.012856816532574505
avg_dcc_lag2,0.012805365013846472
IEF_y_lag14,0.011765076949851386
Wheat_x_lag16,0.011586004847243312
avg_dcc_avg22_lag9,0.011395002921200534
Total_Spillover_z20_lag3,0.011016752350215502
Gold_x_lag1,0.010166845056010839
PBW_x_lag6,0.00950307788252629
Natural_Gas_y_lag20,0.009191233335402324
avg_dcc_avg22_lag13,0.007931051379774639
avg_dcc_z20_lag8,0.007647345457942198
avg_dcc_avg22_lag16,0.0072051230903633755
Natural_Gas_x_lag2,0.007149046388084633
Wheat_x_lag15,0.006878129134687887
Crude_Oil_y_lag4,0.006855977875217401
Total_Spillover_avg5_lag5,0.006813568805371403
avg_dcc_avg22_lag17,0.006560254682325628
Crude_Oil_x_lag11,0.006518680037486288
Crude_Oil_y_lag13,0.006515180423265051
IEF_y_lag18,0.006412847513985312
avg_dcc_avg22_lag8,0.0064008931749153
Total_Spillover_avg5_lag18,0.006043388007844978
Wheat_y_lag19,0.0059642744007969714
PBW_x_lag20,0.005862964558592316
S&P_500_y_lag4,0.005793985548928966
Crude_Oil_x_lag10,0.005747198582001053
Total_Spillover_z20_lag14,0.0057423507744039795
IEF_y_lag6,0.005737172859772129
Total_Spillover_avg5_lag3,0.005646104044884268
PBW_x_lag17,0.005641310273696303
IEF_x_lag7,0.005622855115078605
Total_Spillover_avg5_lag7,0.005613348473104031
Total_Spillover_z20_lag4,0.005466905765894401
Total_Spillover_avg5_lag20,0.005462464919277411
Crude_Oil_x_lag4,0.005461606413085388
Total_Spillover_z20_lag20,0.005441265885388864
Gold_x_lag11,0.005080169824218207
Total_Spillover_z20_lag13,0.005075718867267396
Natural_Gas_y_lag1,0.005056551065945187
PBW_x_lag11,0.005053397523444374
IEF_x_lag2,0.005011024984656833
S&P_500_x_lag20,0.005010041085757949
PBW_x_lag15,0.00486196001044162
avg_dcc_avg22_lag18,0.004702183107738144
Crude_Oil_x_lag12,0.004561999800851001
PBW_y_lag7,0.004364083855765599
IEF_y_lag7,0.0043344502886899835
Wheat_x_lag1,0.004250555099453703
avg_dcc_avg5_lag14,0.004071834340582235
Gold_x_lag9,0.004041453131130781
Total_Spillover_avg22_lag19,0.0039428212891824575
Wheat_y_lag8,0.0038601712997976515
Natural_Gas_y_lag12,0.0037484140038656875
PBW_x_lag13,0.003744787879780014
Total_Spillover_z20_lag7,0.003734492180176886
Crude_Oil_x_lag15,0.003704628436919687
avg_dcc_avg5_lag15,0.003642004151453076
PBW_x_lag19,0.003635182406924508
Crude_Oil_x_lag5,0.003613496393586132
Natural_Gas_x_lag12,0.003588295074755055
IEF_y_lag15,0.0035498276397646984
Wheat_y_lag18,0.003507623795914003
Total_Spillover_avg5_lag19,0.003439099568974111
avg_dcc_avg22_lag10,0.003431669598477991
PBW_x_lag12,0.0034315156166649973
S&P_500_x_lag5,0.0034090786945451266
Crude_Oil_y_lag6,0.0033473899096304253
avg_dcc_avg5_lag13,0.0033308724610552213
Gold_y_lag17,0.003322393361960322
avg_dcc_avg5_lag7,0.0033090822553865054
avg_dcc_z20_lag7,0.0032846698568197367
IEF_y_lag5,0.0032839182022588067
avg_dcc_z20_lag3,0.0032654369467886497
S&P_500_x_lag1,0.003220005791845656
Wheat_y_lag12,0.0032119804490058435
PBW_y_lag4,0.0031899494524146948
Total_Spillover_z20_lag6,0.003122220433145311
Wheat_y_lag9,0.0030777892887864735
avg_dcc_lag16,0.0030753921670165973
Gold_y_lag19,0.003062061748587923
Natural_Gas_y_lag10,0.0030307196779258564
Wheat_y_lag14,0.0029993526522848154
avg_dcc_avg22_lag14,0.002987374566389261
avg_dcc_z20_lag11,0.002966670372226974
Natural_Gas_x_lag13,0.0029510543761273856
avg_dcc_z20_lag1,0.0029485261351315318
avg_dcc_avg5_lag1,0.002864895474780498
IEF_x_lag9,0.0028203146328762167
Wheat_x_lag6,0.002678333845692905
Total_Spillover_avg5_lag2,0.002677425252963602
Crude_Oil_y_lag7,0.0026354389014921265
avg_dcc_avg22_lag15,0.002595086843701415
Natural_Gas_x_lag9,0.002584925674408294
avg_dcc_z20_lag9,0.002565386279649313
IEF_y_lag2,0.0025072924483817037
Gold_x_lag2,0.0024985742035525367
Total_Spillover_z20_lag12,0.002464463607195043
Gold_y_lag15,0.002438232907086251
IEF_x_lag18,0.002390693148879341
Natural_Gas_y_lag16,0.002384453930064687
avg_dcc_z20_lag4,0.002381021083768957
Crude_Oil_x_lag8,0.00235641945812851
Crude_Oil_x_lag7,0.0023322268486344233
