feature,mean_abs_shap
Gold_x_lag3,0.16004571361571007
Gold_x_lag4,0.07348361006155232
avg_dcc_avg5_lag19,0.04732609191264077
Gold_x_lag15,0.030371586097081873
Gold_x_lag5,0.030262925366224713
Gold_y_lag1,0.027283877342034583
Gold_x_lag6,0.02659566940075931
Total_Spillover_avg5_lag5,0.024892046191762374
avg_dcc_avg5_lag20,0.023069493731275953
Gold_x_lag16,0.022886006638653724
Gold_x_lag1,0.02082529917699614
avg_dcc_avg22_lag20,0.020705080782905748
Gold_x_lag7,0.01912595218365955
Total_Spillover_avg5_lag6,0.018131157123270684
Gold_y_lag2,0.01699720813447967
avg_dcc_avg22_lag17,0.01667711165621167
Wheat_y_lag1,0.015965678600289645
Wheat_x_lag16,0.015209846378639176
Total_Spillover_z20_lag20,0.01516676911351794
Gold_x_lag17,0.015050599699018648
Wheat_y_lag16,0.014269399609746316
Wheat_y_lag15,0.012458310772920209
S&P_500_x_lag11,0.012092124769447104
PBW_x_lag6,0.011749105636477339
avg_dcc_z20_lag20,0.011217396660037847
Crude_Oil_x_lag12,0.010983582847624665
Crude_Oil_x_lag14,0.010335895360440803
PBW_x_lag11,0.010228486107147284
Crude_Oil_x_lag11,0.010056217965284898
Wheat_y_lag7,0.00985620683932848
Total_Spillover_z20_lag14,0.00977406175763855
Total_Spillover_z20_lag7,0.009431796222469828
Wheat_x_lag15,0.009290369543718162
Gold_x_lag12,0.009245615558676026
avg_dcc_avg5_lag15,0.009105483603217045
PBW_x_lag20,0.009011469837669601
Crude_Oil_y_lag13,0.008773509666710323
PBW_x_lag15,0.008662933326249886
IEF_y_lag2,0.008536101779337241
Gold_x_lag19,0.00840744237630909
Crude_Oil_x_lag10,0.007706489415346445
Natural_Gas_x_lag13,0.007425714602265143
Wheat_x_lag19,0.007158301461610757
avg_dcc_avg22_lag9,0.007128766823087837
Natural_Gas_x_lag9,0.00688082049965387
avg_dcc_lag2,0.006756946791840127
avg_dcc_avg22_lag16,0.006728931877218116
IEF_y_lag14,0.006635368432851731
S&P_500_y_lag10,0.00632456769477408
Natural_Gas_x_lag19,0.006269004052109204
Gold_y_lag17,0.006168978466761359
S&P_500_x_lag8,0.005781067700254026
Crude_Oil_y_lag4,0.005695308202947023
Wheat_y_lag19,0.00556841935260988
Total_Spillover_z20_lag11,0.00551893681192097
PBW_x_lag12,0.00534510568913047
Natural_Gas_y_lag10,0.005317603260094871
IEF_y_lag15,0.005246934619306674
PBW_x_lag13,0.005100346894104172
IEF_y_lag6,0.005076784928165589
Total_Spillover_avg22_lag19,0.004976798324021116
avg_dcc_avg22_lag5,0.004936105920185389
Gold_y_lag15,0.004914040074009702
avg_dcc_avg22_lag18,0.004843989691625888
avg_dcc_avg22_lag8,0.004817694788382049
Natural_Gas_x_lag2,0.004770791363278159
avg_dcc_z20_lag8,0.004696925281089899
avg_dcc_avg22_lag13,0.004645894571165158
Total_Spillover_z20_lag3,0.004532913404883203
Total_Spillover_z20_lag13,0.0045182971629974525
PBW_x_lag7,0.004508398857291341
Wheat_x_lag1,0.004463208737345631
Natural_Gas_y_lag8,0.004440735645364084
Gold_y_lag14,0.004229142014098611
avg_dcc_lag1,0.004100296691629159
Crude_Oil_x_lag4,0.004086903818261368
Wheat_y_lag8,0.004022931038668655
avg_dcc_avg22_lag12,0.003994054196780614
Total_Spillover_avg5_lag7,0.00396444317236543
Total_Spillover_z20_lag2,0.0038353747148748628
Wheat_y_lag18,0.003824019312956668
Total_Spillover_avg5_lag14,0.003816628104935611
PBW_x_lag17,0.0038129955157516515
Total_Spillover_z20_lag6,0.003790650789494479
Total_Spillover_avg22_lag20,0.0037802849108491006
avg_dcc_avg5_lag14,0.0036345214385564693
avg_dcc_avg22_lag11,0.003605458884341175
Crude_Oil_x_lag2,0.0035815008847948923
Total_Spillover_z20_lag8,0.0035542278270165695
