Regime_SegID,Baseline_RMSE,Baseline_MAE,Baseline_R2,Baseline_DirChange,XGBres_RMSE,XGBres_MAE,XGBres_R2,XGBres_DirChange,n
9,1.05654747609318,0.8289692470390682,0.8309454372887574,0.631578947368421,1.0513200585731193,0.8488287225883786,0.832614141518915,0.5789473684210527,20
10,0.8923426484232794,0.556630008113478,0.5829142917381698,0.43661971830985913,1.0222163024414603,0.7942986824008589,0.45267206538377724,0.4647887323943662,72
