feature,mean_abs_shap
Gold_x_lag3,0.09958701994046294
Gold_x_lag15,0.061210430407396134
Gold_x_lag16,0.04878934331019594
Gold_x_lag4,0.04832589025365979
Gold_x_lag17,0.03409533300801062
Gold_y_lag1,0.031054671557085703
Gold_y_lag2,0.024836659193169717
IEF_y_lag6,0.02286102294101573
avg_dcc_avg5_lag20,0.021822586424312836
Wheat_y_lag1,0.020414032764729997
avg_dcc_avg5_lag19,0.019238989790703816
IEF_y_lag18,0.017690246191610883
Gold_x_lag5,0.017689600810310572
avg_dcc_avg22_lag9,0.01752672872072021
Crude_Oil_x_lag14,0.016277662698141085
Gold_x_lag7,0.015525406367395958
Total_Spillover_avg5_lag6,0.014908565350743199
Gold_x_lag1,0.014791085389081545
avg_dcc_avg22_lag13,0.014662797022220892
Total_Spillover_z20_lag3,0.013638759719675531
Wheat_y_lag7,0.013202718514292411
Gold_x_lag6,0.013067616586179111
avg_dcc_avg22_lag17,0.012880247114071337
Total_Spillover_z20_lag14,0.012537370474994964
avg_dcc_avg22_lag20,0.012283691162899258
Wheat_x_lag16,0.012169667802167715
Crude_Oil_y_lag4,0.011546708177666678
Wheat_y_lag16,0.011471743465758015
S&P_500_x_lag11,0.010693922721999292
IEF_y_lag5,0.010620312179428175
Gold_x_lag12,0.009541068771775432
avg_dcc_lag2,0.00947982185983566
IEF_x_lag7,0.009445940934703662
avg_dcc_z20_lag20,0.009238109455363642
avg_dcc_avg22_lag11,0.009192500789426118
S&P_500_x_lag8,0.009097139756862554
avg_dcc_avg22_lag16,0.008960395683119763
Natural_Gas_x_lag12,0.008942554344992078
Crude_Oil_y_lag13,0.008783008061755896
avg_dcc_avg22_lag10,0.0086497843540574
Gold_x_lag19,0.008523563064360935
avg_dcc_avg22_lag18,0.00829864003895358
avg_dcc_avg22_lag8,0.008278061711356925
PBW_x_lag6,0.007995974303294708
Crude_Oil_x_lag4,0.007956678734666912
Gold_y_lag17,0.007771252486560391
Wheat_x_lag15,0.0077170405608422985
PBW_x_lag15,0.007559638667519679
Wheat_y_lag19,0.007402386622472236
Wheat_y_lag15,0.007243285455689562
Total_Spillover_z20_lag13,0.007145946108433014
Total_Spillover_avg5_lag18,0.007049141910629181
PBW_x_lag20,0.006860147771458308
avg_dcc_z20_lag9,0.006764649753923391
Total_Spillover_avg5_lag3,0.006525181543414151
avg_dcc_z20_lag8,0.006485543514394931
Wheat_y_lag12,0.006428122590790457
Wheat_y_lag18,0.0062927586921278445
Total_Spillover_avg5_lag5,0.006136621574974995
Total_Spillover_z20_lag4,0.006045223376113856
PBW_x_lag11,0.005977587861089612
Wheat_y_lag8,0.005945102239256725
Natural_Gas_x_lag2,0.005856762934452516
S&P_500_x_lag1,0.00584446013442284
avg_dcc_avg5_lag13,0.005631371671575637
PBW_x_lag13,0.0055968031895725166
PBW_y_lag15,0.005298640829217113
Crude_Oil_x_lag12,0.005219400064656379
PBW_x_lag17,0.005185694246941917
Total_Spillover_avg5_lag20,0.005183964239546592
Total_Spillover_z20_lag12,0.005155392675821986
S&P_500_x_lag12,0.004965458259945724
Total_Spillover_z20_lag20,0.004953819096244261
Wheat_y_lag9,0.004898409645786528
PBW_y_lag17,0.004897824414483365
Crude_Oil_x_lag5,0.004844082856096568
IEF_y_lag7,0.00460048161248187
Wheat_y_lag14,0.004506458768446368
Natural_Gas_y_lag16,0.004456574825712875
Total_Spillover_z20_lag11,0.004408311676398151
avg_dcc_avg5_lag7,0.004291399807378407
Gold_y_lag15,0.004197279576395951
Gold_x_lag11,0.004117603883440332
Gold_x_lag9,0.004054200096438496
IEF_x_lag18,0.003967991942485558
