Source,Target,Weight
PBW,S&P_500,0.9604879209043206
IEF,S&P_500,0.9562354968818795
Gold,IEF,0.9162695599300564
Crude_Oil,S&P_500,0.7019138362298722
Natural_Gas,PBW,0.38697948777749736
Natural_Gas,IEF,0.38150679089246314
S&P_500,IEF,0.37564950627630006
S&P_500,PBW,0.30794689246879403
Wheat,PBW,0.2775250504925125
Wheat,Crude_Oil,0.2752393252888249
Wheat,IEF,0.2579369171517452
Wheat,Gold,0.16252059266877905
