Date,P(High),P(Med),P(Low)
2018-10-11,0.333096,0.318413,0.321330
2018-10-18,0.318054,0.349192,0.351976
2018-10-25,0.348850,0.333423,0.336082
2018-11-01,0.333096,0.318366,0.320906
2018-11-08,0.318054,0.349148,0.351571
2018-11-15,0.348850,0.333381,0.335695
2018-11-23,0.333096,0.318326,0.320537
2018-11-30,0.318054,0.349109,0.351219
2018-12-10,0.348850,0.333344,0.335358
2018-12-17,0.333096,0.318291,0.320215
2018-12-24,0.318054,0.349076,0.350913
2019-01-02,0.348850,0.333312,0.335066
2019-01-09,0.333096,0.318260,0.319936
2019-01-16,0.318054,0.349046,0.350646
2019-01-24,0.348850,0.333284,0.334811
2019-01-31,0.333096,0.318233,0.319692
2019-02-07,0.318054,0.349021,0.350413
2019-02-14,0.348850,0.333260,0.334589
2019-02-22,0.333096,0.318210,0.319480
2019-03-01,0.318054,0.348999,0.350211
2019-03-08,0.348850,0.333239,0.334396
2019-03-15,0.333096,0.318190,0.319296
2019-03-22,0.318054,0.348979,0.350034
2019-03-29,0.348850,0.333220,0.334227
2019-04-05,0.333096,0.318172,0.319135
2019-04-12,0.318054,0.348962,0.349880
2019-04-22,0.348850,0.333204,0.334080
2019-04-29,0.333096,0.318157,0.318995
2019-05-06,0.318054,0.348948,0.349747
2019-05-13,0.348850,0.333190,0.333953
2019-05-20,0.333096,0.318144,0.318873
2019-05-28,0.318054,0.348935,0.349631
2019-06-04,0.348850,0.333178,0.333842
2019-06-11,0.333096,0.318132,0.318767
2019-06-18,0.318054,0.348924,0.349530
2019-06-25,0.348850,0.333167,0.333746
2019-07-02,0.333096,0.318122,0.318675
2019-07-10,0.318054,0.348915,0.349441
2019-07-17,0.348850,0.333158,0.333661
2019-07-24,0.333096,0.318113,0.318595
2019-07-31,0.318054,0.348906,0.349364
2019-08-07,0.348850,0.333150,0.333587
2019-08-14,0.333096,0.318106,0.318525
2019-08-21,0.318054,0.348899,0.349297
2019-08-28,0.348850,0.333143,0.333523
2019-09-05,0.333096,0.318099,0.318464
2019-09-12,0.318054,0.348891,0.349240
2019-09-19,0.348850,0.333136,0.333469
2019-09-26,0.333096,0.318093,0.318411
2019-10-03,0.318054,0.348885,0.349190
2019-10-10,0.348850,0.333130,0.333421
2019-10-17,0.333096,0.318088,0.318365
2019-10-24,0.318054,0.348880,0.349146
2019-10-31,0.348850,0.333125,0.333379
2019-11-07,0.333096,0.318084,0.318325
2019-11-14,0.318054,0.348875,0.349108
2019-11-21,0.348850,0.333121,0.333343
2019-11-29,0.333096,0.318081,0.318290
2019-12-06,0.318054,0.348873,0.349075
2019-12-13,0.348850,0.333119,0.333311
2019-12-20,0.333096,0.318077,0.318259
2019-12-30,0.318054,0.348871,0.349045
2020-01-07,0.348850,0.333117,0.333283
2020-01-14,0.333096,0.318074,0.318233
2020-01-22,0.318054,0.348869,0.349020
2020-01-29,0.348850,0.333114,0.333259
2020-02-05,0.333096,0.318072,0.318210
2020-02-12,0.318054,0.348866,0.348985
2020-02-20,0.348850,0.333112,0.333225
2020-02-27,0.333096,0.318070,0.318191
2020-03-05,0.318054,0.348864,0.348683
2020-03-12,0.348850,0.333110,0.332937
2020-03-19,0.333096,0.318068,0.318199
2020-03-26,0.318054,0.348862,0.342080
2020-04-02,0.348850,0.333108,0.326633
2020-04-09,0.333096,0.318066,0.318790
2020-04-17,0.318054,0.348860,0.322742
2020-04-28,0.348850,0.333106,0.308167
2020-05-05,0.333096,0.318064,0.321062
2020-05-12,0.318054,0.348859,0.311329
2020-05-19,0.348850,0.333105,0.297270
2020-05-27,0.333096,0.318063,0.324238
2020-06-03,0.318054,0.348858,0.309823
2020-06-10,0.348850,0.333104,0.295832
2020-06-17,0.333096,0.318062,0.327404
2020-06-24,0.318054,0.348857,0.312630
2020-07-01,0.348850,0.333103,0.298512
2020-07-09,0.333096,0.318061,0.330179
2020-07-16,0.318054,0.348856,0.315271
2020-07-23,0.348850,0.333102,0.301034
2020-07-30,0.333096,0.318060,0.332596
2020-08-06,0.318054,0.348855,0.317577
2020-08-13,0.348850,0.333101,0.303235
2020-08-20,0.333096,0.318059,0.334700
2020-08-27,0.318054,0.348814,0.319586
2020-09-03,0.348850,0.333062,0.305154
2020-09-11,0.333096,0.318062,0.336532
2020-09-18,0.318054,0.347522,0.321335
2020-09-25,0.348850,0.331828,0.306824
2020-10-02,0.333096,0.318179,0.338126
2020-10-09,0.318054,0.307965,0.322857
2020-10-16,0.348850,0.294058,0.308277
2020-10-23,0.333096,0.321783,0.339514
2020-10-30,0.318054,0.307274,0.324183
2020-11-06,0.348850,0.293398,0.309543
2020-11-13,0.333096,0.325284,0.340723
2020-11-20,0.318054,0.310595,0.325336
2020-11-30,0.348850,0.296569,0.310645
2020-12-07,0.333096,0.328335,0.341775
2020-12-14,0.318054,0.313508,0.326341
2020-12-21,0.348850,0.299350,0.311604
2020-12-29,0.333096,0.330991,0.342691
2021-01-06,0.318054,0.316044,0.327215
2021-01-13,0.348850,0.301772,0.312439
2021-01-21,0.333096,0.333302,0.343488
2021-01-28,0.318054,0.318251,0.327977
2021-02-04,0.348850,0.303879,0.313166
2021-02-11,0.333096,0.335315,0.344182
2021-02-19,0.318055,0.320173,0.328639
2021-02-26,0.348850,0.305714,0.313799
2021-03-05,0.333096,0.337067,0.344786
2021-03-12,0.318054,0.321846,0.329216
2021-03-19,0.348850,0.307312,0.314349
2021-03-26,0.333096,0.338592,0.345312
2021-04-05,0.318054,0.323302,0.329719
2021-04-12,0.348850,0.308702,0.314829
2021-04-19,0.333096,0.339920,0.345770
2021-04-26,0.318054,0.324570,0.330156
2021-05-03,0.348850,0.309913,0.315246
2021-05-10,0.333096,0.341076,0.346169
2021-05-17,0.318054,0.325674,0.330536
2021-05-24,0.348850,0.310967,0.315610
2021-06-01,0.333096,0.342082,0.346516
2021-06-08,0.318054,0.326634,0.330868
2021-06-15,0.348850,0.311884,0.315926
2021-06-22,0.333096,0.342958,0.346818
2021-06-29,0.318054,0.327471,0.331156
2021-07-07,0.348850,0.312683,0.316202
2021-07-14,0.333096,0.343721,0.347081
2021-07-21,0.318054,0.328199,0.331407
2021-07-28,0.348850,0.313378,0.316442
2021-08-04,0.333096,0.344385,0.347310
2021-08-11,0.318054,0.328833,0.331626
2021-08-18,0.348850,0.313983,0.316650
2021-08-25,0.333096,0.344963,0.347509
2021-09-01,0.318054,0.329385,0.331816
2021-09-09,0.348850,0.314510,0.316832
2021-09-16,0.333096,0.345466,0.347683
2021-09-23,0.318054,0.329865,0.331982
2021-09-30,0.348850,0.314969,0.316990
2021-10-07,0.333096,0.345904,0.347834
2021-10-14,0.318054,0.330284,0.332126
2021-10-21,0.348850,0.315369,0.317128
2021-10-28,0.333096,0.346285,0.347965
2021-11-04,0.318054,0.330648,0.332252
2021-11-11,0.348850,0.315716,0.317248
2021-11-18,0.333096,0.346617,0.348080
2021-11-26,0.318054,0.330965,0.332361
2021-12-03,0.348850,0.316019,0.317352
2021-12-10,0.333096,0.346906,0.348179
2021-12-17,0.318054,0.331241,0.332456
2021-12-27,0.348850,0.316282,0.317443
2022-01-03,0.333096,0.347158,0.348266
2022-01-10,0.318054,0.331481,0.332539
2022-01-18,0.348850,0.316512,0.317522
2022-01-25,0.333096,0.347377,0.348342
2022-02-01,0.318054,0.331690,0.332611
2022-02-08,0.348850,0.316712,0.317591
2022-02-15,0.333096,0.347567,0.348408
2022-02-23,0.318054,0.331873,0.332674
2022-03-02,0.348850,0.316886,0.317651
2022-03-09,0.333096,0.347733,0.348465
2022-03-16,0.318054,0.332032,0.332729
2022-03-23,0.348850,0.317038,0.317703
2022-03-30,0.333096,0.347878,0.348515
2022-04-06,0.318054,0.332169,0.332776
2022-04-13,0.348850,0.317169,0.317749
2022-04-21,0.333096,0.348003,0.348558
2022-04-28,0.318054,0.332288,0.332818
2022-05-05,0.348850,0.317283,0.317788
2022-05-12,0.333096,0.348113,0.348596
2022-05-19,0.318054,0.332393,0.332854
2022-05-26,0.348850,0.317382,0.317823
2022-06-03,0.333096,0.348208,0.348629
2022-06-10,0.318054,0.332484,0.332885
2022-06-17,0.348850,0.317469,0.317853
2022-06-27,0.333096,0.348291,0.348657
2022-07-05,0.318054,0.332563,0.332912
2022-07-12,0.348850,0.317545,0.317879
2022-07-19,0.333096,0.348364,0.348682
2022-07-26,0.318054,0.332632,0.332936
2022-08-02,0.348850,0.317611,0.317901
2022-08-09,0.333096,0.348427,0.348704
2022-08-16,0.318054,0.332692,0.332957
2022-08-23,0.348850,0.317668,0.317921
2022-08-30,0.333096,0.348481,0.348723
2022-09-07,0.318054,0.332744,0.332975
2022-09-14,0.348850,0.317718,0.317938
2022-09-21,0.333096,0.348529,0.348739
2022-09-28,0.318054,0.332790,0.332991
2022-10-05,0.348850,0.317762,0.317953
2022-10-12,0.333096,0.348570,0.348753
2022-10-19,0.318054,0.332830,0.333004
2022-10-26,0.348850,0.317800,0.317966
2022-11-02,0.333096,0.348607,0.348766
2022-11-09,0.318054,0.332864,0.333016
2022-11-16,0.348850,0.317833,0.317978
2022-11-23,0.333096,0.348638,0.348777
2022-12-01,0.318054,0.332894,0.333027
2022-12-08,0.348850,0.317861,0.317988
2022-12-15,0.333096,0.348665,0.348786
2022-12-22,0.318054,0.332920,0.333036
2022-12-30,0.348850,0.317886,0.317996
2023-01-09,0.333096,0.348689,0.348794
2023-01-17,0.318054,0.332943,0.333043
2023-01-24,0.348850,0.317908,0.318004
2023-01-31,0.333096,0.348710,0.348802
2023-02-07,0.318054,0.332963,0.333050
2023-02-14,0.348850,0.317927,0.318010
2023-02-22,0.333096,0.348728,0.348808
2023-03-01,0.318054,0.332980,0.333056
2023-03-08,0.348850,0.317943,0.318016
2023-03-15,0.333096,0.348744,0.348813
2023-03-22,0.318054,0.332995,0.333061
2023-03-29,0.348850,0.317958,0.318021
2023-04-05,0.333096,0.348758,0.348818
2023-04-13,0.318054,0.333008,0.333066
2023-04-20,0.348850,0.317970,0.318025
2023-04-27,0.333096,0.348770,0.348822
2023-05-04,0.318054,0.333020,0.333070
2023-05-11,0.348850,0.317981,0.318029
2023-05-18,0.333096,0.348780,0.348826
2023-05-25,0.318054,0.333030,0.333073
2023-06-02,0.348850,0.317990,0.318032
2023-06-09,0.333096,0.348789,0.348829
2023-06-16,0.318054,0.333038,0.333076
2023-06-26,0.348850,0.317999,0.318035
2023-07-03,0.333096,0.348797,0.348831
2023-07-11,0.318054,0.333046,0.333079
2023-07-18,0.348850,0.318006,0.318037
2023-07-25,0.333096,0.348804,0.348834
2023-08-01,0.318054,0.333052,0.333081
2023-08-08,0.348850,0.318012,0.318040
2023-08-15,0.333096,0.348810,0.348836
2023-08-22,0.318054,0.333058,0.333083
2023-08-29,0.348850,0.318018,0.318042
2023-09-06,0.333096,0.348815,0.348838
2023-09-13,0.318054,0.333063,0.333085
2023-09-20,0.348850,0.318022,0.318043
2023-09-27,0.333096,0.348819,0.348839
2023-10-04,0.318054,0.333067,0.333086
2023-10-11,0.348850,0.318026,0.318045
2023-10-18,0.333096,0.348823,0.348841
2023-10-25,0.318054,0.333071,0.333087
2023-11-01,0.348850,0.318030,0.318046
2023-11-08,0.333096,0.348827,0.348842
2023-11-15,0.318054,0.333074,0.333089
2023-11-22,0.348850,0.318033,0.318047
2023-11-30,0.333096,0.348830,0.348843
2023-12-07,0.318054,0.333077,0.333090
2023-12-14,0.348850,0.318036,0.318048
2023-12-21,0.333096,0.348832,0.348844
2023-12-29,0.318054,0.333080,0.333090
2024-01-08,0.348850,0.318038,0.318049
2024-01-16,0.333096,0.348834,0.348844
2024-01-23,0.318054,0.333082,0.333091
2024-01-30,0.348850,0.318040,0.318049
2024-02-06,0.333096,0.348836,0.348845
2024-02-13,0.318054,0.333084,0.333092
2024-02-21,0.348850,0.318042,0.318050
2024-02-28,0.333096,0.348838,0.348846
2024-03-06,0.318054,0.333085,0.333092
2024-03-13,0.348850,0.318044,0.318050
2024-03-20,0.333096,0.348840,0.348846
2024-03-27,0.318054,0.333087,0.333093
2024-04-04,0.348850,0.318045,0.318051
2024-04-11,0.333096,0.348841,0.348847
2024-04-18,0.318054,0.333088,0.333093
2024-04-25,0.348850,0.318046,0.318051
2024-05-02,0.333096,0.348842,0.348847
2024-05-09,0.318054,0.333089,0.333094
2024-05-16,0.348850,0.318047,0.318052
2024-05-23,0.333096,0.348843,0.348847
2024-05-31,0.318054,0.333090,0.333094
2024-06-07,0.348850,0.318048,0.318052
2024-06-14,0.333096,0.348844,0.348848
2024-06-24,0.318054,0.333091,0.333094
2024-07-01,0.348850,0.318049,0.318052
2024-07-09,0.333096,0.348845,0.348848
2024-07-16,0.318054,0.333091,0.333095
2024-07-23,0.348850,0.318050,0.318053
2024-07-30,0.333096,0.348845,0.348848
2024-08-06,0.318054,0.333092,0.333095
2024-08-13,0.348850,0.318050,0.318053
2024-08-20,0.333096,0.348846,0.348848
2024-08-27,0.318054,0.333093,0.333095
2024-09-04,0.348850,0.318051,0.318053
2024-09-11,0.333096,0.348846,0.348849
2024-09-18,0.318054,0.333093,0.333095
2024-09-25,0.348850,0.318051,0.318053
2024-10-02,0.333096,0.348847,0.348849
2024-10-09,0.318054,0.333093,0.333095
2024-10-16,0.348850,0.318051,0.318053
2024-10-23,0.333096,0.348847,0.348849
2024-10-30,0.318054,0.333094,0.333095
2024-11-06,0.348850,0.318052,0.318053
2024-11-13,0.333096,0.348848,0.348849
2024-11-20,0.318054,0.333094,0.333095
2024-11-27,0.348850,0.318052,0.318053
2024-12-05,0.333096,0.348848,0.348849
2024-12-12,0.318054,0.333094,0.333096
2024-12-19,0.348850,0.318052,0.318054
2024-12-27,0.333096,0.348848,0.348849
2025-01-06,0.318054,0.333095,0.333096
2025-01-14,0.348850,0.318053,0.318054
2025-01-22,0.333096,0.348848,0.348849
2025-01-29,0.318054,0.333095,0.333096
2025-02-05,0.348850,0.318053,0.318054
2025-02-12,0.333096,0.348848,0.348849
2025-02-20,0.318054,0.333095,0.333096
2025-02-27,0.348850,0.318053,0.318054
2025-03-06,0.333096,0.348849,0.348849
2025-03-13,0.318054,0.333095,0.333096
2025-03-20,0.348850,0.318053,0.318054
2025-03-27,0.333096,0.348849,0.348849
2025-04-03,0.318054,0.333095,0.333096
2025-04-10,0.348850,0.318053,0.318054
2025-04-17,0.333096,0.348849,0.348849
2025-04-25,0.318054,0.333095,0.333096
2025-05-02,0.348850,0.318053,0.318054
2025-05-09,0.333096,0.348849,0.348849
2025-05-16,0.318054,0.333096,0.333096
2025-05-23,0.348850,0.318054,0.318054
2025-06-02,0.333096,0.348849,0.348849
2025-06-09,0.318054,0.333096,0.333096
2025-06-16,0.348850,0.318054,0.318054
2025-06-24,0.333096,0.348849,0.348850
